ZIP,LOT AREA MEASUREMENT,lat,lng
70810,0.12,30.33858,-91.11142
70810,0.15,30.33859,-91.10523
70810,0.13,30.33859,-91.10931
70810,0.17,30.3386,-91.10965
70810,0.13,30.3386,-91.10917
70810,0.13,30.33861,-91.10903
70810,0.33,30.33862,-91.03472
70810,0.14,30.33862,-91.11007
70810,0.13,30.33862,-91.10889
70810,0.24,30.33862,-91.02818
70810,0.13,30.33863,-91.10874
70809,0.38,30.33863,-91.00301
70810,0.12,30.33863,-91.11191
70810,0.4,30.33864,-91.03366
70810,1.59,30.33865,-91.05175
70809,0.28,30.33865,-91.00479
70809,0.03,30.33866,-91.00183
70810,1.32,30.33866,-91.05297
70810,0.12,30.33866,-91.10844
70810,0.11,30.33867,-91.10831
70810,0.18,30.33867,-91.03171
70810,0.11,30.33868,-91.10818
70810,0.11,30.33869,-91.10806
70810,0.12,30.33869,-91.11134
70810,0.12,30.3387,-91.10792
70810,1.2,30.3387,-91.02513
70810,0.41,30.3387,-91.03537
70810,1.2,30.3387,-91.02513
70810,7.39,30.3387,-91.01645
70810,0.36,30.33871,-91.01084
70810,0.14,30.33871,-91.10777
70810,0.19,30.33871,-91.11253
70810,0.33,30.33872,-91.03649
70809,0.34,30.33872,-91.00153
70810,0.14,30.33873,-91.10746
70810,0.12,30.33874,-91.10731
70810,0.14,30.33874,-91.10998
70810,0.14,30.33874,-91.11183
70810,0.31,30.33875,-91.02942
70810,0.18,30.33875,-91.03156
70810,2.3,30.33875,-91.05414
70810,0.96,30.33875,-91.05414
70810,0.22,30.33875,-91.02862
70810,1.19,30.33875,-91.05414
70810,0.12,30.33875,-91.10716
70810,0.12,30.33876,-91.10702
70809,0.32,30.33876,-91.00512
70809,0.28,30.33877,-91.00274
70810,0.12,30.33877,-91.10688
70810,0.57,30.33878,-91.03732
70810,0.14,30.33878,-91.10673
70810,0.33,30.33878,-91.03447
70810,30.48,30.33879,-91.10301
70810,1.08,30.3388,-91.01416
70810,0.14,30.3388,-91.10645
70810,0.15,30.3388,-91.11125
70809,0.31,30.33881,-91.00243
70810,0.12,30.33881,-91.1063
70810,1.11,30.33882,-91.0263
70810,1.11,30.33882,-91.0263
70810,1.11,30.33882,-91.0263
70810,0.3,30.33883,-91.02753
70810,0.14,30.33883,-91.10529
70810,0.12,30.33883,-91.10615
70809,0.46,30.33883,-91.00209
70810,0.31,30.33883,-91.0117
70810,0.19,30.33884,-91.11242
70810,0.16,30.33884,-91.10986
70810,0.12,30.33884,-91.10601
70810,5.43,30.33884,-91.05898
70810,0.18,30.33884,-91.03084
70810,0.32,30.33884,-91.01279
70810,0.39,30.33885,-91.03328
70810,0.26,30.33885,-91.01338
70810,0.12,30.33885,-91.10587
70810,0.14,30.33886,-91.11174
70810,0.34,30.33886,-91.03613
70810,0.34,30.33886,-91.03518
70810,0.14,30.33886,-91.10572
70810,0.29,30.33887,-91.02967
70810,0.32,30.33888,-91.01062
70810,0.22,30.33889,-91.02841
70810,5.21,30.33889,-91.04212
70809,0.29,30.3389,-91.00371
70810,0.17,30.33891,-91.03135
70810,0.35,30.33892,-91.03419
70810,9.14,30.33892,-91.05029
70810,1.1,30.33893,-91.10815
70809,0.28,30.33893,-91.00396
70810,0.26,30.33893,-91.02893
70810,0.32,30.33895,-91.01151
70810,0.12,30.33896,-91.1053
70810,0.26,30.33896,-91.02778
70810,7.24,30.33896,-91.02395
70810,0.59,30.33897,-91.10942
70810,0.64,30.33897,-91.037
70810,1.21,30.33898,-91.0532
70810,0.21,30.33898,-91.03092
70809,0.29,30.33898,-91.00344
70810,0.19,30.33898,-91.11232
70810,0.17,30.33898,-91.11163
70810,1.04,30.33899,-91.02537
70809,0.33,30.33899,-91.00147
70810,1.04,30.33899,-91.02537
70809,0.29,30.33901,-91.00416
70810,1.15,30.33901,-91.02677
70810,2.44,30.33901,-91.05453
70810,0.26,30.33902,-91.01357
70810,0.09,30.33902,-91.11109
70810,7.39,30.33903,-91.01708
70810,0.32,30.33904,-91.01259
70810,0.26,30.33904,-91.01041
70810,0.33,30.33905,-91.03483
70809,0.41,30.33906,-91.00532
70810,0.62,30.33906,-91.03785
70809,0.36,30.33906,-91.00532
70810,2.57,30.33906,-91.05658
70810,0.28,30.33907,-91.02977
70810,0.25,30.33907,-91.02862
70810,34.7,30.33907,-91.00821
70810,0.25,30.33907,-91.02862
70810,98.32,30.33907,-91.00821
70810,8.16,30.33907,-91.00821
70810,11.73,30.33907,-91.00821
70810,0.07,30.33909,-91.11104
70810,0.12,30.33909,-91.10531
70810,0.38,30.33911,-91.0358
70810,0.11,30.33911,-91.10509
70810,0.29,30.33913,-91.0113
70810,0.2,30.33913,-91.11221
70810,0.26,30.33913,-91.02794
70809,0.34,30.33913,-91.00318
70810,0.08,30.33914,-91.111
70810,0.33,30.33917,-91.01236
70810,0.26,30.33917,-91.03102
70810,0.48,30.33918,-91.03648
70810,0.45,30.33919,-91.03457
70809,0.29,30.3392,-91.00441
70810,0.25,30.3392,-91.01377
70810,0.14,30.33922,-91.10533
70810,0.08,30.33922,-91.11094
70810,2.04,30.33923,-91.10665
70810,0.28,30.33925,-91.01318
70810,0.94,30.33925,-91.03372
70810,3.22,30.33925,-91.04038
70810,0.31,30.33926,-91.01015
70810,0.21,30.33926,-91.02908
70810,1.34,30.33926,-91.0537
70810,0.28,30.33926,-91.02991
70809,0.31,30.33927,-91.00145
70810,1.08,30.33927,-91.02707
70810,1.08,30.33927,-91.02707
70810,1.08,30.33927,-91.02707
70810,1.08,30.33927,-91.02707
70810,1.08,30.33927,-91.02707
70810,0.08,30.33927,-91.1109
70809,0.22,30.33929,-91.00246
70810,0.35,30.33929,-91.01104
70809,0.38,30.3393,-91.00371
70809,0.37,30.33931,-91.002
70810,1.08,30.33931,-91.01461
70810,0.21,30.33931,-91.0288
70809,0.22,30.33932,-91.00302
70810,0.27,30.33932,-91.02808
70810,2.55,30.33932,-91.05512
70810,0.3,30.33932,-91.11208
70809,1.6,30.33932,-91.00087
70810,0.34,30.33933,-91.01211
70810,0.08,30.33934,-91.11085
70810,0.14,30.33935,-91.10534
70810,0.35,30.33935,-91.03552
70810,34.58,30.33935,-91.14307
70810,1.68,30.33936,-91.11019
70810,0.3,30.33936,-91.11129
70810,0.43,30.33936,-91.03715
70809,0.32,30.33938,-91.00533
70810,0.23,30.33939,-91.11182
70810,0.26,30.33939,-91.01394
70809,0.34,30.33939,-91.00342
70810,0.28,30.33939,-91.01295
70810,0.24,30.3394,-91.02924
70810,0.07,30.3394,-91.11081
70810,1.1,30.33941,-91.02543
70810,0.25,30.33941,-91.11154
70810,0.34,30.33942,-91.03779
70810,2.07,30.33943,-91.05555
70810,2.07,30.33943,-91.05555
70809,0.16,30.33944,-91.00241
70809,0.36,30.33945,-91.00404
70810,0.08,30.33946,-91.11076
70810,0.6,30.33947,-91.03514
70810,0.28,30.33947,-91.02825
70810,0.5,30.33947,-91.03647
70810,0.23,30.33948,-91.10973
70810,4.46,30.33949,-91.04147
70809,0.16,30.33949,-91.00298
70810,0.11,30.3395,-91.11102
70810,0.33,30.3395,-91.01187
70810,0.21,30.3395,-91.10953
70809,0.28,30.33951,-91.00446
70809,0.32,30.33951,-91.00139
70810,0.21,30.33951,-91.10934
70810,0.21,30.33952,-91.10915
70810,0.39,30.33952,-91.03004
70810,0.29,30.33954,-91.01272
70810,0.59,30.33954,-91.01019
70810,0.03,30.33954,-91.10904
70810,0.24,30.33955,-91.02903
70810,1.17,30.33955,-91.02724
70810,1.17,30.33955,-91.02724
70810,0.22,30.33955,-91.10893
70810,0.23,30.33955,-91.02944
70810,0.27,30.33956,-91.01399
70810,0.04,30.33956,-91.11109
70810,0.22,30.33956,-91.10872
70809,0.32,30.33956,-91.00196
70810,1.04,30.33957,-91.05425
70810,0.22,30.33958,-91.10851
70810,0.45,30.33958,-91.03594
70809,0.16,30.33958,-91.00238
70810,0.26,30.33959,-91.01347
70810,0.22,30.33959,-91.10831
70809,0.32,30.33961,-91.00523
70810,0.22,30.33961,-91.1081
70810,0.26,30.33962,-91.10788
70810,0.37,30.33963,-91.03714
70809,0.16,30.33963,-91.00293
70810,0.21,30.33964,-91.10767
70810,0.77,30.33965,-91.1407
70810,0.28,30.33965,-91.02839
70810,6.96,30.33966,-91.1106
70810,0.49,30.33967,-91.03495
70810,0.21,30.33967,-91.10729
70810,0.21,30.33967,-91.10746
70810,1.1,30.33968,-91.02493
70810,0.21,30.33968,-91.1071
70810,0.21,30.33969,-91.10691
70810,4.06,30.33969,-91.01818
70809,0.29,30.33969,-91.00453
70809,0.29,30.33969,-91.00405
70810,0.59,30.3397,-91.03416
70810,0.44,30.3397,-91.01165
70810,3.93,30.3397,-91.01695
70809,0.16,30.33971,-91.00237
70810,0.21,30.33971,-91.10672
70809,0.3,30.33972,-91.00328
70810,0.21,30.33972,-91.10653
70810,0.39,30.33972,-91.03777
70810,1.51,30.33973,-91.04921
70810,0.25,30.33973,-91.01253
70810,0.26,30.33974,-91.01331
70810,1.08,30.33974,-91.02563
70810,0.21,30.33974,-91.10634
70809,0.32,30.33975,-91.00133
70810,0.43,30.33975,-91.03461
70810,0.27,30.33975,-91.01418
70810,1.09,30.33975,-91.0149
70810,0.21,30.33975,-91.10615
70810,0.21,30.33976,-91.10596
70810,0.23,30.33976,-91.02916
70809,0.16,30.33977,-91.0029
70810,1.15,30.33978,-91.0546
70810,2.6,30.33978,-91.0487
70810,0.21,30.33978,-91.10577
70810,2.26,30.33978,-91.05678
70810,0.22,30.33978,-91.10558
70810,0.23,30.33978,-91.10539
70810,24.49,30.33979,-91.03238
70810,1.71,30.3398,-91.05073
70810,0.23,30.3398,-91.1052
70810,0.14,30.3398,-91.11495
70810,0.14,30.3398,-91.11475
70809,0.31,30.33982,-91.00518
70809,0.32,30.33982,-91.00191
70810,1.11,30.33983,-91.02747
70810,0.27,30.33983,-91.02844
70809,0.16,30.33984,-91.00234
70810,0.33,30.33985,-91.03586
70810,0.28,30.33985,-91.01226
70810,4.55,30.33985,-91.04295
70810,0.22,30.33985,-91.11521
70810,0.16,30.33987,-91.1146
70810,0.26,30.33987,-91.01308
70810,0.66,30.33987,-91.01074
70810,0.16,30.33988,-91.11443
70810,0.39,30.33988,-91.03645
70810,0.66,30.33988,-91.01038
70809,0.28,30.33989,-91.00444
70810,0.38,30.3399,-91.03702
70810,40.61,30.3399,-91.13873
70810,0.16,30.3399,-91.11429
70810,2.82,30.33992,-91.04834
70809,0.3,30.33992,-91.00404
70809,0.16,30.33993,-91.00289
70810,0.16,30.33993,-91.11397
70810,0.26,30.33995,-91.01433
70810,0.16,30.33995,-91.11413
70810,0.16,30.33995,-91.11365
70810,0.16,30.33995,-91.11347
70810,0.16,30.33995,-91.11381
70810,1.86,30.33996,-91.04964
70810,0.16,30.33996,-91.11315
70810,0.26,30.33997,-91.02867
70809,0.34,30.33997,-91.00123
70809,0.3,30.33997,-91.00327
70810,0.16,30.33998,-91.11332
70809,0.16,30.33999,-91.0023
70810,0.29,30.34,-91.01218
70810,0.16,30.34,-91.11283
70810,0.51,30.34,-91.03768
70810,0.16,30.34,-91.11301
70810,1.28,30.34,-91.05519
70810,0.13,30.34001,-91.11525
70810,0.34,30.34001,-91.11248
70810,0.16,30.34001,-91.11267
70810,0.29,30.34002,-91.01379
70810,0.5,30.34003,-91.03378
70810,0.28,30.34004,-91.01287
70810,2.19,30.34004,-91.05723
70809,0.3,30.34004,-91.00513
70810,0.7,30.34005,-91.05942
70810,1.07,30.34005,-91.02958
70809,0.37,30.34006,-91.00178
70810,0.35,30.34007,-91.11155
70810,0.4,30.34007,-91.01117
70810,5.96,30.34007,-91.13947
70809,0.17,30.34008,-91.00287
70810,2.74,30.34009,-91.04776
70810,2.08,30.34009,-91.04776
70810,1.79,30.34009,-91.0501
70810,0.15,30.34009,-91.11139
70810,0.15,30.3401,-91.11123
70810,0.61,30.3401,-91.0259
70810,0.39,30.34011,-91.0365
70810,1.15,30.34011,-91.0277
70810,0.8,30.34011,-91.14114
70810,0.25,30.34012,-91.01449
70809,0.28,30.34012,-91.00438
70809,0.15,30.34012,-91.00226
70810,0.15,30.34012,-91.11108
70810,0.15,30.34013,-91.11076
70810,0.28,30.34014,-91.01355
70810,0.39,30.34015,-91.03412
70810,0.14,30.34015,-91.11525
70810,0.15,30.34015,-91.1106
70810,0.15,30.34015,-91.1109
70810,1.09,30.34016,-91.01535
70810,0.33,30.34016,-91.03588
70810,1.43,30.34016,-91.05581
70810,1.42,30.34018,-91.02618
70810,0.78,30.34018,-91.02542
70809,0.29,30.34019,-91.00402
70810,0.16,30.34019,-91.11023
70809,0.3,30.3402,-91.00503
70810,0.15,30.3402,-91.11044
70810,0.17,30.3402,-91.11009
70810,0.46,30.34021,-91.03696
70809,0.28,30.34021,-91.00333
70809,0.36,30.34021,-91.00119
70810,0.44,30.34022,-91.03435
70810,0.3,30.34022,-91.01263
70810,1.85,30.34022,-91.05777
70809,0.17,30.34023,-91.00291
70810,0.34,30.34023,-91.01141
70810,2.43,30.34024,-91.03002
70810,0.32,30.34025,-91.01396
70810,0.46,30.34025,-91.02885
70809,0.19,30.34027,-91.00237
70810,0.17,30.34027,-91.1099
70810,0.21,30.34028,-91.11478
70810,0.15,30.3403,-91.11528
70810,0.26,30.3403,-91.01471
70810,0.17,30.34031,-91.10974
70810,9.03,30.34031,-91.10749
70810,2.23,30.34031,-91.05818
70810,0.5,30.34032,-91.03516
70810,0.33,30.34033,-91.01325
70810,0.17,30.34034,-91.10956
70810,0.37,30.34034,-91.0307
70810,0.45,30.34034,-91.03479
70810,0.27,30.34035,-91.01168
70810,0.59,30.34035,-91.03544
70810,0.25,30.34036,-91.11372
70810,0.61,30.34036,-91.03767
70810,0.25,30.34036,-91.11376
70810,1.58,30.34038,-91.05127
70810,0.35,30.34038,-91.03579
70810,1.11,30.34038,-91.02793
70810,1.49,30.34038,-91.05127
70810,1.18,30.34038,-91.02793
70810,0.17,30.34039,-91.10942
70810,0.99,30.3404,-91.05658
70810,0.16,30.3404,-91.11425
70809,0.28,30.34041,-91.00435
70810,0.18,30.34041,-91.11438
70810,0.42,30.34041,-91.03642
70810,0.15,30.34041,-91.11543
70810,0.15,30.34042,-91.1131
70810,0.2,30.34042,-91.11403
70810,0.17,30.34043,-91.10925
70810,0.3,30.34043,-91.01313
70810,0.21,30.34044,-91.11326
70809,0.33,30.34044,-91.00396
70810,0.15,30.34044,-91.11478
70810,1.09,30.34045,-91.04852
70810,1.09,30.34045,-91.04852
70809,0.36,30.34045,-91.00286
70810,4.05,30.34045,-91.04257
70809,0.3,30.34046,-91.0033
70809,0.52,30.34046,-91.00179
70810,0.31,30.34047,-91.01417
70809,0.28,30.34047,-91.00504
70810,0.15,30.34048,-91.11295
70809,0.36,30.34048,-91.00233
70810,0.26,30.34049,-91.0148
70810,0.28,30.3405,-91.03038
70810,0.27,30.3405,-91.01187
70810,0.15,30.3405,-91.11278
70810,0.15,30.3405,-91.11248
70810,1.2,30.34051,-91.04912
70810,0.17,30.34051,-91.1091
70810,2.04,30.34052,-91.05882
70810,0.25,30.34052,-91.03097
70810,0.15,30.34053,-91.11546
70810,0.15,30.34053,-91.11235
70809,0.37,30.34054,-91.00119
70810,0.17,30.34055,-91.10895
70810,1.43,30.34056,-91.14129
70810,0.15,30.34056,-91.11217
70810,0.59,30.34057,-91.03346
70810,0.15,30.34057,-91.11259
70810,0.16,30.34058,-91.11385
70810,0.15,30.34058,-91.11478
70810,0.21,30.34058,-91.11115
70810,0.31,30.34061,-91.01211
70810,0.17,30.34062,-91.10528
70809,3.65,30.34062,-91.00059
70810,0.17,30.34062,-91.10512
70810,0.26,30.34062,-91.11131
70810,0.16,30.34063,-91.10495
70810,0.45,30.34063,-91.03384
70810,0.17,30.34063,-91.1055
70810,0.16,30.34063,-91.10877
70810,0.32,30.34064,-91.01433
70810,0.13,30.34064,-91.11556
70810,1.09,30.34064,-91.01578
70810,1.66,30.34064,-91.05491
70810,0.19,30.34065,-91.10476
70810,0.17,30.34065,-91.10568
70810,0.29,30.34065,-91.11012
70810,0.27,30.34065,-91.11062
70809,0.36,30.34066,-91.00442
70810,0.16,30.34067,-91.10859
70810,0.97,30.34067,-91.05711
70810,0.27,30.34068,-91.01494
70810,0.16,30.34068,-91.10844
70810,0.2,30.34069,-91.11488
70809,0.26,30.34069,-91.005
70810,0.16,30.34069,-91.10828
70810,0.54,30.34069,-91.03033
70809,0.3,30.3407,-91.00284
70810,0.36,30.3407,-91.01341
70810,0.23,30.3407,-91.01682
70810,0.17,30.3407,-91.1058
70809,0.35,30.34071,-91.0033
70810,2.01,30.34072,-91.04707
70810,0.16,30.34072,-91.10598
70810,0.16,30.34072,-91.11378
70810,0.66,30.34072,-91.03772
70810,0.81,30.34073,-91.03727
70810,18.92,30.34073,-91.01818
70810,18.92,30.34073,-91.01818
70810,0.46,30.34074,-91.03417
70810,0.27,30.34075,-91.01234
70810,0.16,30.34076,-91.1063
70810,0.2,30.34076,-91.11313
70810,0.44,30.34076,-91.03094
70810,0.16,30.34076,-91.10811
70810,0.16,30.34077,-91.10797
70810,0.2,30.34077,-91.11455
70810,1.44,30.34077,-91.11235
70809,0.35,30.34077,-91.00223
70810,0.16,30.34078,-91.10779
70810,0.16,30.34079,-91.10612
70810,0.16,30.34079,-91.11437
70810,0.16,30.3408,-91.10666
70810,0.16,30.3408,-91.11054
70810,0.16,30.34081,-91.10765
70810,0.21,30.34082,-91.11561
70810,0.16,30.34082,-91.10748
70810,0.42,30.34082,-91.03489
70810,0.16,30.34082,-91.10732
70810,0.29,30.34082,-91.01259
70810,0.16,30.34082,-91.10645
70810,0.16,30.34083,-91.11005
70810,0.61,30.34083,-91.03691
70810,0.16,30.34083,-91.10678
70810,0.25,30.34084,-91.11421
70810,0.16,30.34084,-91.10713
70809,0.29,30.34084,-91.00138
70810,0.18,30.34085,-91.11111
70810,0.26,30.34085,-91.0151
70810,0.16,30.34085,-91.10696
70810,3.5,30.34086,-91.05435
70810,0.32,30.34086,-91.01438
70810,0.16,30.34086,-91.11391
70810,0.37,30.34087,-91.0352
70810,0.34,30.34088,-91.01364
70810,0.2,30.34088,-91.11309
70810,0.4,30.34088,-91.03451
70810,2.64,30.34089,-91.05924
70810,0.37,30.34089,-91.03556
70809,0.25,30.3409,-91.00495
70809,0.28,30.3409,-91.00056
70809,0.33,30.34091,-91.00161
70810,0.26,30.34092,-91.01279
70809,0.19,30.34093,-91.00035
70810,0.35,30.34093,-91.03594
70810,0.31,30.34093,-91.10943
70810,0.16,30.34093,-91.11048
70810,1.16,30.34094,-91.0284
70810,0.43,30.34095,-91.03655
70810,2.51,30.34095,-91.02615
70809,0.36,30.34097,-91.00189
70810,1.01,30.34097,-91.05773
70810,0.22,30.34097,-91.11552
70810,0.18,30.34098,-91.11103
70810,0.17,30.34099,-91.02984
70810,0.16,30.34099,-91.10998
70809,0.38,30.34099,-91.00339
70810,1.28,30.34099,-91.04794
70809,0.19,30.34099,-91.00939
70809,0.19,30.341,-91.00014
70810,0.27,30.341,-91.02963
70810,0.35,30.341,-91.03619
70809,0.64,30.341,-91.00411
70810,1.09,30.34101,-91.05659
70810,0.18,30.34102,-91.03007
70810,0.19,30.34103,-91.03028
70810,0.17,30.34103,-91.03043
70810,0.3,30.34103,-91.01456
70810,0.26,30.34103,-91.11382
70810,0.18,30.34103,-91.03083
70810,0.29,30.34104,-91.13704
70809,0.32,30.34105,-91.00276
70810,0.26,30.34105,-91.01527
70810,1.05,30.34106,-91.04906
70809,0.19,30.34107,-90.99997
70810,0.29,30.34107,-91.01301
70810,0.13,30.34107,-91.11536
70810,0.16,30.34107,-91.11044
70810,0.24,30.34107,-91.03105
70810,0.95,30.34107,-91.13925
70810,0.34,30.34107,-91.01377
70810,0.96,30.34108,-91.05818
70810,2.21,30.34108,-91.05145
70810,0.15,30.34108,-91.11518
70810,0.16,30.34108,-91.10938
70810,2.05,30.34109,-91.04681
70810,0.15,30.34109,-91.11501
70810,86.29,30.34109,-91.13415
70810,2.99,30.34109,-91.04198
70810,0.3,30.3411,-91.10892
70810,1.09,30.3411,-91.01612
70809,0.36,30.34111,-91.00217
70810,0.16,30.34112,-91.11324
70810,2.72,30.34112,-91.05971
70810,0.29,30.34112,-91.03134
70810,0.38,30.34112,-91.03194
70810,0.35,30.34112,-91.02947
70810,0.18,30.34112,-91.11098
70810,0.19,30.34113,-91.11343
70810,0.16,30.34113,-91.10994
70810,0.17,30.34113,-91.10512
70810,0.17,30.34114,-91.10525
70810,0.16,30.34114,-91.10495
70809,0.19,30.34115,-90.99979
70810,0.16,30.34115,-91.10875
70810,0.35,30.34115,-91.03266
70810,0.14,30.34116,-91.1364
70810,0.17,30.34116,-91.10543
70810,0.22,30.34116,-91.10476
70809,0.32,30.34117,-91.00487
70810,1.24,30.34117,-91.02668
70810,1.43,30.34117,-91.02668
70810,0.16,30.34117,-91.10863
70810,0.51,30.34118,-91.1376
70810,0.17,30.34118,-91.10577
70810,0.16,30.34118,-91.10932
70810,0.16,30.34119,-91.11308
70810,1.2,30.34119,-91.04974
70810,0.15,30.34119,-91.11493
70810,0.17,30.34119,-91.10564
70810,0.15,30.34119,-91.11473
70810,0.16,30.3412,-91.11037
70810,2.71,30.34121,-91.06016
70810,0.16,30.34121,-91.10596
70810,77.88,30.34121,-91.03918
70810,3.52,30.34121,-91.03918
70810,1.16,30.34122,-91.02864
70810,0.31,30.34122,-91.01473
70810,0.26,30.34122,-91.01544
70810,0.87,30.34123,-91.13549
70810,0.27,30.34123,-91.0315
70810,0.16,30.34123,-91.11294
70810,0.16,30.34124,-91.10612
70810,0.16,30.34124,-91.1085
70810,0.29,30.34125,-91.01317
70810,0.15,30.34125,-91.11459
70809,0.28,30.34125,-90.99969
70810,200.03,30.34125,-91.12562
70810,19.67,30.34126,-91.10149
70810,0.18,30.34126,-91.11094
70810,0.16,30.34126,-91.10811
70810,0.16,30.34126,-91.11262
70809,0.28,30.34127,-91.0033
70810,0.16,30.34127,-91.11278
70810,0.16,30.34127,-91.10986
70810,0.15,30.34128,-91.11443
70810,0.64,30.34128,-91.05717
70809,0.29,30.34128,-91.00359
70810,0.16,30.34128,-91.11248
70809,0.24,30.34128,-91.00065
70810,0.16,30.34128,-91.10626
70810,0.16,30.34128,-91.11546
70810,0.33,30.34128,-91.01395
70810,1.06,30.34128,-91.05062
70810,0.16,30.34128,-91.10798
70810,0.28,30.34129,-91.11568
70810,0.15,30.34129,-91.13639
70810,0.16,30.34129,-91.10828
70810,0.16,30.3413,-91.10782
70810,0.13,30.3413,-91.11198
70810,0.16,30.3413,-91.10642
70810,0.32,30.34131,-91.0328
70810,0.16,30.34131,-91.11231
70810,0.16,30.34131,-91.10661
70810,0.15,30.34131,-91.11214
70810,0.16,30.34132,-91.10765
70810,0.24,30.34132,-91.03214
70810,0.16,30.34132,-91.10675
70810,0.16,30.34133,-91.10694
70810,0.16,30.34134,-91.11032
70810,0.21,30.34134,-91.11178
70810,0.17,30.34134,-91.10708
70810,0.16,30.34134,-91.10729
70810,0.15,30.34135,-91.11429
70809,0.26,30.34135,-91.00306
70810,0.16,30.34135,-91.10747
70810,0.16,30.34135,-91.10929
70810,0.23,30.34138,-91.1377
70810,0.15,30.34138,-91.11412
70810,0.16,30.34139,-91.10985
70810,0.2,30.34139,-91.11586
70810,0.15,30.34139,-91.11529
70810,0.18,30.3414,-91.1109
70810,0.28,30.3414,-91.01485
70810,0.33,30.34141,-91.01424
70810,1.13,30.34142,-91.05471
70810,0.17,30.34143,-91.13625
70810,0.27,30.34143,-91.01337
70809,0.49,30.34143,-91.00718
70810,0.25,30.34143,-91.01558
70809,0.47,30.34144,-91.00475
70809,0.2,30.34144,-91.00075
70810,0.18,30.34145,-91.03167
70810,0.19,30.34145,-91.11397
70810,0.14,30.34146,-91.13609
70809,0.33,30.34147,-91.00282
70810,0.28,30.34147,-91.03303
70810,0.2,30.34148,-91.03229
70809,0.27,30.34148,-91.00207
70810,0.15,30.34148,-91.11515
70810,2.54,30.34148,-91.04683
70810,0.16,30.34148,-91.11032
70810,0.18,30.34149,-91.03042
70809,0.29,30.34149,-91.00756
70810,0.17,30.3415,-91.11164
70809,0.33,30.34151,-91.00237
70810,0.14,30.34151,-91.13594
70810,0.16,30.34151,-91.13773
70810,0.16,30.34151,-91.10932
70810,0.16,30.34152,-91.0308
70810,0.18,30.34152,-91.11089
70810,12.72,30.34153,-91.14086
70810,0.2,30.34153,-91.03027
70809,0.2,30.34153,-91.00091
70810,0.16,30.34154,-91.10982
70810,1.49,30.34154,-91.05233
70810,0.15,30.34154,-91.11501
70810,0.17,30.34155,-91.03101
70810,0.26,30.34155,-91.03319
70810,0.2,30.34156,-91.11358
70810,0.16,30.34156,-91.10915
70809,0.3,30.34156,-91.00006
70810,0.14,30.34156,-91.13579
70810,1.37,30.34157,-91.01657
70810,0.15,30.34157,-91.11487
70810,0.14,30.34157,-91.11594
70809,0.27,30.34157,-91.00177
70810,0.24,30.34158,-91.01585
70810,0.27,30.34158,-91.01351
70810,0.28,30.34159,-91.01499
70810,0.18,30.34159,-91.03179
70810,0.22,30.34159,-91.13704
70810,38.26,30.3416,-91.09373
70810,0.33,30.3416,-91.02998
70810,0.16,30.34161,-91.11025
70810,0.13,30.34161,-91.11162
70810,0.15,30.34161,-91.11472
70810,1.39,30.34161,-91.05884
70810,0.16,30.34161,-91.11341
70809,0.39,30.34161,-91.00787
70810,0.14,30.34161,-91.13565
70809,0.2,30.34161,-91.00108
70810,0.18,30.34162,-91.03115
70809,0.09,30.34162,-91.00472
70810,1.96,30.34162,-91.13478
70810,1.2,30.34163,-91.02899
70809,0.06,30.34163,-91.00441
70810,0.26,30.34163,-91.03339
70810,0.22,30.34165,-91.0324
70809,0.27,30.34165,-91.00152
70810,0.81,30.34166,-91.0568
70810,0.16,30.34166,-91.13773
70809,0.2,30.34166,-91.00131
70810,1.11,30.34166,-91.0483
70810,0.14,30.34166,-91.1355
70810,0.32,30.34166,-91.01432
70810,0.98,30.34167,-91.02724
70810,0.18,30.34167,-91.11086
70810,0.16,30.34167,-91.11306
70810,0.15,30.34168,-91.11458
70809,0.36,30.34168,-91.00913
70810,0.16,30.34168,-91.10979
70810,0.16,30.34169,-91.11326
70810,1.37,30.3417,-91.05788
70809,0.26,30.3417,-91.00018
70809,0.31,30.3417,-91.00423
70810,0.28,30.3417,-91.03364
70810,0.15,30.3417,-91.11594
70810,0.16,30.34171,-91.11294
70810,1.15,30.34171,-91.04977
70810,0.14,30.34171,-91.13535
70810,0.17,30.34171,-91.13714
70810,0.16,30.34172,-91.11277
70810,0.15,30.34173,-91.11438
70810,0.19,30.34173,-91.03192
70810,2.03,30.34173,-91.05505
70809,0.52,30.34174,-91.00838
70810,0.16,30.34174,-91.11022
70809,0.3,30.34174,-91.00396
70810,0.28,30.34175,-91.0137
70810,0.25,30.34176,-91.03385
70810,0.14,30.34176,-91.13522
70810,6.66,30.34177,-91.11642
70810,0.15,30.34177,-91.11428
70810,1.11,30.34177,-91.05039
70810,0.16,30.34177,-91.11229
70810,0.44,30.34177,-91.01602
70810,3.59,30.34177,-91.06177
70810,0.16,30.34178,-91.11263
70810,0.2,30.34178,-91.10919
70810,0.16,30.34178,-91.11161
70810,0.16,30.34178,-91.11247
70810,0.26,30.34178,-91.11209
70810,0.17,30.34178,-91.03127
70810,0.16,30.34179,-91.13781
70810,0.3,30.34179,-91.13666
70810,0.25,30.3418,-91.03401
70810,0.28,30.3418,-91.01518
70809,0.39,30.3418,-91.00701
70809,0.33,30.3418,-91.00701
70810,0.24,30.34181,-91.03246
70810,0.31,30.34181,-91.0146
70810,0.16,30.34181,-91.10974
70810,0.18,30.34181,-91.11078
